idx,category,hypernym,negative_sample,hypernym_sentence,negative_sentence
6731,groundhog,animal,toy,groundhogs are a type of animal,groundhogs are a type of toy
6732,groundhog,animal,dessert,groundhogs are a type of animal,groundhogs are a type of dessert
6733,clothes,clothing,plant,clothes are a type of clothing,clothes are a type of plant
6734,clothes,clothing,animal,clothes are a type of clothing,clothes are a type of animal
6735,clothes,clothing,seafood,clothes are a type of clothing,clothes are a type of seafood
6736,clothes,clothing,medical equipment,clothes are a type of clothing,clothes are a type of medical equipment
6737,olive,food,fastener,olives are a type of food,olives are a type of fastener
6738,olive,food,seafood,olives are a type of food,olives are a type of seafood
6739,olive,food,jewelry,olives are a type of food,olives are a type of jewelry
6740,olive,food,container,olives are a type of food,olives are a type of container
6741,brake,auto part,outerwear,brakes are a type of auto part,brakes are a type of outerwear
6742,brake,auto part,kitchen tool,brakes are a type of auto part,brakes are a type of kitchen tool
6743,brake,auto part,water vehicle,brakes are a type of auto part,brakes are a type of water vehicle
6744,brake,auto part,container,brakes are a type of auto part,brakes are a type of container
6745,workbench,furniture,fastener,workbenches are a type of furniture,workbenches are a type of fastener
6746,workbench,furniture,water vehicle,workbenches are a type of furniture,workbenches are a type of water vehicle
6747,workbench,furniture,footwear,workbenches are a type of furniture,workbenches are a type of footwear
6748,workbench,furniture,office supply,workbenches are a type of furniture,workbenches are a type of office supply
6749,undershirt,clothing,livestock,undershirts are a type of clothing,undershirts are a type of livestock
6750,undershirt,clothing,headwear,undershirts are a type of clothing,undershirts are a type of headwear
6751,undershirt,clothing,vegetable,undershirts are a type of clothing,undershirts are a type of vegetable
6752,undershirt,clothing,condiment,undershirts are a type of clothing,undershirts are a type of condiment
6753,bullet,weapon,fruit,bullets are a type of weapon,bullets are a type of fruit
6754,bullet,weapon,vegetable,bullets are a type of weapon,bullets are a type of vegetable
6755,bullet,weapon,dessert,bullets are a type of weapon,bullets are a type of dessert
6756,bullet,weapon,toy,bullets are a type of weapon,bullets are a type of toy
6757,jump rope,game,weapon,jump ropes are a type of game,jump ropes are a type of weapon
6758,jump rope,game,livestock,jump ropes are a type of game,jump ropes are a type of livestock
6759,jump rope,game,mammal,jump ropes are a type of game,jump ropes are a type of mammal
6760,jump rope,game,tool,jump ropes are a type of game,jump ropes are a type of tool
6761,gun,weapon,medical equipment,guns are a type of weapon,guns are a type of medical equipment
6762,gun,weapon,bird,guns are a type of weapon,guns are a type of bird
6763,gun,weapon,food,guns are a type of weapon,guns are a type of food
6764,gun,weapon,musical instrument,guns are a type of weapon,guns are a type of musical instrument
6765,poster,home decor,mammal,posters are a type of home decor,posters are a type of mammal
6766,poster,home decor,plant,posters are a type of home decor,posters are a type of plant
6767,poster,home decor,game,posters are a type of home decor,posters are a type of game
6768,poster,home decor,vegetable,posters are a type of home decor,posters are a type of vegetable
6769,mold,container,food,molds are a type of container,molds are a type of food
6770,mold,container,electronic device,molds are a type of container,molds are a type of electronic device
6771,mold,container,seafood,molds are a type of container,molds are a type of seafood
6772,mold,container,fastener,molds are a type of container,molds are a type of fastener
6773,reindeer,mammal,medical equipment,reindeers are a type of mammal,reindeers are a type of medical equipment
6774,reindeer,mammal,vehicle,reindeers are a type of mammal,reindeers are a type of vehicle
6775,reindeer,mammal,jewelry,reindeers are a type of mammal,reindeers are a type of jewelry
6776,reindeer,mammal,livestock,reindeers are a type of mammal,reindeers are a type of livestock
6777,reindeer,animal,livestock,reindeers are a type of animal,reindeers are a type of livestock
6778,reindeer,animal,garden tool,reindeers are a type of animal,reindeers are a type of garden tool
6779,reindeer,animal,school supply,reindeers are a type of animal,reindeers are a type of school supply
6780,reindeer,animal,toiletry,reindeers are a type of animal,reindeers are a type of toiletry
6781,stove,kitchen equipment,headwear,stoves are a type of kitchen equipment,stoves are a type of headwear
6782,stove,kitchen equipment,container,stoves are a type of kitchen equipment,stoves are a type of container
6783,stove,kitchen equipment,water vehicle,stoves are a type of kitchen equipment,stoves are a type of water vehicle
6784,stove,kitchen equipment,furniture,stoves are a type of kitchen equipment,stoves are a type of furniture
6785,rattlesnake,animal,toy,rattlesnakes are a type of animal,rattlesnakes are a type of toy
6786,rattlesnake,animal,vehicle,rattlesnakes are a type of animal,rattlesnakes are a type of vehicle
6787,rattlesnake,animal,seafood,rattlesnakes are a type of animal,rattlesnakes are a type of seafood
6788,rattlesnake,animal,women's clothing,rattlesnakes are a type of animal,rattlesnakes are a type of women's clothes
6789,platypus,animal,office supply,platypuses are a type of animal,platypuses are a type of office supply
6790,platypus,animal,toiletry,platypuses are a type of animal,platypuses are a type of toiletry
6791,platypus,animal,clothing,platypuses are a type of animal,platypuses are a type of clothing
6792,platypus,animal,jewelry,platypuses are a type of animal,platypuses are a type of jewelry
6793,platypus,mammal,bird,platypuses are a type of mammal,platypuses are a type of bird
6794,platypus,mammal,jewelry,platypuses are a type of mammal,platypuses are a type of jewelry
6795,platypus,mammal,clothing,platypuses are a type of mammal,platypuses are a type of clothing
6796,platypus,mammal,protective clothing,platypuses are a type of mammal,platypuses are a type of protective clothing
6797,snowmobile,vehicle,weapon,snowmobiles are a type of vehicle,snowmobiles are a type of weapon
6798,snowmobile,vehicle,clothing,snowmobiles are a type of vehicle,snowmobiles are a type of clothing
6799,snowmobile,vehicle,bird,snowmobiles are a type of vehicle,snowmobiles are a type of bird
6800,snowmobile,vehicle,toiletry,snowmobiles are a type of vehicle,snowmobiles are a type of toiletry
6801,shorts,clothing,footwear,shorts are a type of clothing,shorts are a type of footwear
6802,shorts,clothing,auto part,shorts are a type of clothing,shorts are a type of auto part
6803,shorts,clothing,musical instrument,shorts are a type of clothing,shorts are a type of musical instrument
6804,shorts,clothing,sea animal,shorts are a type of clothing,shorts are a type of sea animal
6805,hinge,tool,clothing,hinges are a type of tool,hinges are a type of clothing
6806,hinge,tool,garden tool,hinges are a type of tool,hinges are a type of garden tool
6807,hinge,tool,fastener,hinges are a type of tool,hinges are a type of fastener
6808,hinge,tool,school supply,hinges are a type of tool,hinges are a type of school supply
6809,stir fry,food,clothing,a stir fry is a type of food,a stir fry is a type of clothing
6810,stir fry,food,auto part,a stir fry is a type of food,a stir fry is a type of auto part
6811,stir fry,food,headwear,a stir fry is a type of food,a stir fry is a type of headwear
6812,stir fry,food,condiment,a stir fry is a type of food,a stir fry is a type of condiment
6813,soy sauce,food,toy,soy sauce is a type of food,soy sauce is a type of toy
6814,soy sauce,food,tool,soy sauce is a type of food,soy sauce is a type of tool
6815,soy sauce,food,medical equipment,soy sauce is a type of food,soy sauce is a type of medical equipment
6816,soy sauce,food,bird,soy sauce is a type of food,soy sauce is a type of bird
6817,soy sauce,condiment,fruit,soy sauce is a type of condiment,soy sauce is a type of fruit
6818,soy sauce,condiment,seafood,soy sauce is a type of condiment,soy sauce is a type of seafood
6819,soy sauce,condiment,protective clothing,soy sauce is a type of condiment,soy sauce is a type of protective clothing
6820,soy sauce,condiment,dessert,soy sauce is a type of condiment,soy sauce is a type of dessert
6821,canister,container,condiment,canisters are a type of container,canisters are a type of condiment
6822,canister,container,seafood,canisters are a type of container,canisters are a type of seafood
6823,canister,container,musical instrument,canisters are a type of container,canisters are a type of musical instrument
6824,canister,container,fastener,canisters are a type of container,canisters are a type of fastener
6825,steak,food,candy,steaks are a type of food,steaks are a type of candy
6826,steak,food,toiletry,steaks are a type of food,steaks are a type of toiletry
6827,steak,food,drink,steaks are a type of food,steaks are a type of drink
6828,steak,food,bird,steaks are a type of food,steaks are a type of bird
6829,gavel,tool,dessert,gavels are a type of tool,gavels are a type of dessert
6830,gavel,tool,livestock,gavels are a type of tool,gavels are a type of livestock
6831,gavel,tool,kitchen tool,gavels are a type of tool,gavels are a type of kitchen tool
6832,gavel,tool,sea animal,gavels are a type of tool,gavels are a type of sea animal
6833,flamingo,animal,kitchen equipment,flamingoes are a type of animal,flamingoes are a type of kitchen equipment
6834,flamingo,animal,game,flamingoes are a type of animal,flamingoes are a type of game
6835,flamingo,animal,water vehicle,flamingoes are a type of animal,flamingoes are a type of water vehicle
6836,flamingo,animal,accessory,flamingoes are a type of animal,flamingoes are a type of accessory
6837,flamingo,bird,clothing,flamingoes are a type of bird,flamingoes are a type of clothing
